"id","이름_한글","이름_영문","도수구간","최소도수","최대도수","스타일","베이스","맛단계","잔","계절","재료_원문","재료_목록","맛","분위기","제조단계수","제조순서","제조단계_출처","추천수","어려워요수","북마크수","유래","이미지_URL","잔이미지_URL","등록일","수정일","v2_bases","v2_abv","v2_abvBand","taste_sweet","taste_sour","taste_bitter","taste_boozy","taste_body","taste_fizz","flavor_citrus","flavor_tropical","flavor_berry_red","flavor_stone_orchard","flavor_herbal","flavor_mint","flavor_floral","flavor_spice","flavor_coffee_choco","flavor_creamy_nutty","flavor_oak_caramel","flavor_smoky","flavor_anise","flavor_savory","occasion_aperitif","occasion_with_meal","occasion_dessert","occasion_party","occasion_refresh","occasion_slow_sip","occasion_brunch","approachability","familiarity","complexity","polarizing","serve","allergens","recipeStatus","source","유래_출처","recipeSourceUrl","diffords_대조"
"217","콥스 리바이버 No.1","Corpse Reviver No.1","강함","26","28","스트롱","브랜디","","쿠페","가을","코냑 45ml (1½ oz), 칼바도스 22.5ml (¾ oz), 스위트 베르무트 22.5ml (¾ oz), 오렌지 비터스 1 dash","","달콤, 쌉싸름, 강한, 묵직한, 오크·캐러멜","천천히 음미","4","1. 믹싱 글라스에 얼음과 코냑 45ml (1½ oz), 칼바도스 22.5ml (¾ oz), 스위트 베르무트 22.5ml (¾ oz), 오렌지 비터스 1 dash를 넣는다. / 2. 20~30초간 충분히 젓는다. / 3. 차갑게 식힌 쿠페 잔에 걸러 따른다. / 4. 오렌지 필로 가니시한다.","MANUAL","0","0","0","'콥스 리바이버(시체도 깨우는 술)'라는 말은 1861년 영국 잡지 『펀치(Punch)』에 이미 등장하는 해장술의 별칭.
No.1은 런던 사보이 호텔 아메리칸 바의 해리 크래덕이 1930년 『사보이 칵테일 북』에 코냑·칼바도스·스위트 베르무트 레시피로 소개함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Corpse_Reviver_No1.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","brandy|fortified","27","3","3","1","3","4","4","0","0","0","0","2","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","2","0","1","1","5","0","up","","verified","image_old","https://en.wikipedia.org/wiki/Corpse_Reviver","https://www.diffordsguide.com/cocktails/recipe/471/corpse-reviver-no1-savoy-recipe","디포즈 가이드 반영"
"218","코스타 델 솔","Costa del Sol","보통","17","19","스탠다드","진","","록스","여름","진 45ml (1½ oz), 살구 브랜디 15ml (½ oz), 오렌지 리큐르 15ml (½ oz), 레몬 주스 20ml (⅔ oz)","","달콤, 상큼, 시트러스","상쾌한, 식전","3","1. 셰이커에 얼음과 진 45ml (1½ oz), 살구 브랜디 15ml (½ oz), 오렌지 리큐르 15ml (½ oz), 레몬 주스 20ml (⅔ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 큰 얼음을 넣은 록스에 걸러 따른다. / 3. 오렌지 필로 가니시한다.","AUTO","0","0","0","시트러스를 앞세워 구성한 onz 오리지널 칵테일.
진, 살구 브랜디, 오렌지 리큐르를 써서 은은한 단맛과 산뜻한 산미가 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Costa_del_Sol.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","gin|liqueur","18","2","3","3","0","2","2","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","4","1","2","0","rocks","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"219","크림 드림","Cream Dream","보통","13","15","스탠다드","럼","","록스","사계절","럼 45ml (1½ oz), 오렌지 리큐르 15ml (½ oz), 크림 30ml (1 oz), 바닐라 적당량","","달콤, 묵직한, 크리미","디저트","2","1. 셰이커에 얼음과 럼 45ml (1½ oz), 오렌지 리큐르 15ml (½ oz), 크림 30ml (1 oz), 바닐라 적당량을 넣고 15초간 강하게 셰이킹한다. / 2. 큰 얼음을 넣은 록스에 걸러 따른다.","AUTO","0","0","0","부드러운 디저트 감각으로 구성한 onz 오리지널 칵테일.
럼, 오렌지 리큐르, 크림를 써서 진한 단맛과 크리미한 질감이 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Cream_Dream.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","rum|liqueur","14","1","5","0","0","1","5","0","2","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","3","0","0","0","0","4","1","1","0","rocks","dairy","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"220","크렘 브륄레 마티니","Crème Brûlée Martini","보통","17","19","스탠다드","보드카","","쿠페","가을","바닐라 보드카 40ml (1⅓ oz), 캐러멜 토피 리큐르 10ml (⅓ oz), 리코르 43 15ml (½ oz), 휘핑크림 20ml (⅔ oz), 계란 노른자 ½개","","달콤, 강한, 묵직한, 크리미, 오크·캐러멜","디저트","4","1. 셰이커에 바닐라 보드카 40ml (1⅓ oz), 캐러멜 토피 리큐르 10ml (⅓ oz), 리코르 43 15ml (½ oz), 휘핑크림 20ml (⅔ oz), 계란 노른자 ½개를 넣고 얼음 없이 10초간 드라이 셰이킹한다. / 2. 얼음을 넣고 15초간 다시 강하게 셰이킹한다. / 3. 차갑게 식힌 쿠페 잔에 걸러 따른다. / 4. 시나몬 가루로 가니시한다.","MANUAL","0","0","0","마티니 잔에 담는 현대식 '~티니' 칵테일. 개별 창시자 기록은 없음.
1980년대부터 마티니 잔에 담은 칵테일에 마티니라는 이름을 붙이는 유행이 생겼고, 전통 마티니와는 다른 스타일임.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Crme_Brle_Martini.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","vodka|liqueur","18","2","5","0","0","3","5","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0","0","3","0","0","0","0","4","1","2","0","up","dairy","verified","image_old","https://en.wikipedia.org/wiki/Martini_(cocktail)","https://www.diffordsguide.com/cocktails/recipe/488/creme-brulee-cocktail","디포즈 가이드 반영"
"221","큐라소 블루","Curaçao Blue","보통","15","17","스탠다드","보드카","","쿠페","사계절","보드카 45ml (1½ oz), 블루 큐라소 15ml (½ oz), 레몬 주스 20ml (⅔ oz), 설탕 시럽 15ml (½ oz)","","달콤, 상큼, 시트러스","파티","3","1. 셰이커에 얼음과 보드카 45ml (1½ oz), 블루 큐라소 15ml (½ oz), 레몬 주스 20ml (⅔ oz), 설탕 시럽 15ml (½ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 차갑게 식힌 쿠페에 걸러 따른다. / 3. 레몬 필로 가니시한다.","AUTO","0","0","0","블루 큐라소로 색을 낸 onz 오리지널 칵테일.
보드카, 블루 큐라소, 레몬 주스를 써서 진한 단맛과 산뜻한 산미가 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Curaao_Blue.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","vodka|liqueur","16","2","4","3","0","2","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","4","1","2","0","up","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"222","다크 가먼트","Dark Garment","강함","21","23","스페셜","럼","","쿠페","가을","다크 럼 45ml (1½ oz), 아마로 15ml (½ oz), 스위트 베르무트 20ml (⅔ oz), 비터스 2 dashes","","달콤, 쌉싸름, 강한, 묵직한, 오크·캐러멜, 허브","천천히 음미","3","1. 믹싱 글라스에 얼음과 다크 럼 45ml (1½ oz), 아마로 15ml (½ oz), 스위트 베르무트 20ml (⅔ oz), 비터스 2 dashes를 넣는다. / 2. 20~30초간 충분히 젓는다. / 3. 차갑게 식힌 쿠페에 걸러 따른다.","AUTO","0","0","0","묵직하게 천천히 마시도록 구성한 onz 오리지널 칵테일.
다크 럼, 아마로, 스위트 베르무트를 써서 은은한 단맛, 쌉싸름한 여운, 크리미한 질감과 또렷한 술맛이 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Dark_Garment.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","rum|liqueur","22","2","3","1","3","4","4","0","0","0","0","0","3","0","0","0","1","0","4","0","0","0","0","0","0","0","0","3","0","1","1","4","0","up","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"223","델리 스파이스","Delhi Spice","보통","13","15","스페셜","진","","하이볼","가을","진 45ml (1½ oz), 마살라 차이 시럽 15ml (½ oz), 레몬 주스 20ml (⅔ oz), 진저 에일 적당량(약 90ml)","","달콤, 탄산, 스파이시, 시트러스","식사와 함께","4","1. 하이볼에 얼음을 채운다. / 2. 진 45ml (1½ oz), 마살라 차이 시럽 15ml (½ oz), 레몬 주스 20ml (⅔ oz)를 붓는다. / 3. 진저 에일 적당량(약 90ml)로 채우고 바 스푼으로 가볍게 한 번 젓는다. / 4. 레몬 필로 가니시한다.","AUTO","0","0","0","향신료의 자극을 살려 구성한 onz 오리지널 칵테일.
진, 마살라 차이 시럽, 레몬 주스를 써서 톡 쏘는 탄산과 은은한 단맛이 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Delhi_Spice.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_highball.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","gin","14","1","3","2","0","1","2","4","3","0","0","0","1","0","0","5","0","0","0","0","0","0","0","3","0","0","0","0","0","3","1","4","0","long","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"224","더티 버번 사워","Dirty Bourbon Sour","보통","17","19","스페셜","위스키","","록스","가을","버번 45ml (1½ oz), 레몬 주스 20ml (⅔ oz), 설탕 시럽 15ml (½ oz), 앙고스투라 비터스 2 dashes, 계란 흰자 1개분","","달콤, 상큼, 강한, 묵직한, 시트러스, 오크·캐러멜","천천히 음미","4","1. 셰이커에 버번 45ml (1½ oz), 레몬 주스 20ml (⅔ oz), 설탕 시럽 15ml (½ oz), 계란 흰자 1개분, 앙고스투라 비터스 2 dashes를 넣고 얼음 없이 10초간 드라이 셰이킹한다. / 2. 얼음을 넣고 15초간 다시 강하게 셰이킹한다. / 3. 큰 얼음을 넣은 록스에 걸러 따른다. / 4. 레몬 필로 가니시한다.","AUTO","0","0","0","사워 구조로 잡은 onz 오리지널 칵테일.
버번, 레몬 주스, 설탕 시럽를 써서 은은한 단맛과 산뜻한 산미가 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Dirty_Bourbon_Sour.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","whiskey","18","2","3","3","1","3","3","0","4","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","0","2","0","2","1","4","0","rocks","egg","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"225","더티 마티니","Dirty Martini","강함","22","24","스트롱","진","","마티니","사계절","진 60ml (2 oz), 드라이 베르무트 22.5ml (¾ oz), 올리브 브라인 15ml (½ oz), 진생 비터스 8 drops(선택)","","쌉싸름, 강한, 짭짤한, 허브","식전, 식사와 함께","4","1. 믹싱 글라스에 얼음과 진 60ml (2 oz), 드라이 베르무트 22.5ml (¾ oz), 올리브 브라인 15ml (½ oz), 진생 비터스 8 drops(선택)를 넣는다. / 2. 20~30초간 충분히 젓는다. / 3. 차갑게 식힌 마티니 잔에 걸러 따른다. / 4. 그린 올리브로 가니시한다.","MANUAL","0","0","0","마티니에 올리브 절임액(브라인)을 더해 짭짤하게 만든 변형. 특정 창시자에 대한 기록은 없음.
마티니 자체는 1860년대 샌프란시스코의 마르티네즈에서 발전했다는 설이 유력하며, 1922년경 진과 드라이 베르무트를 2:1로 섞는 형태가 자리 잡음.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Dirty_Martini.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_martini.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","gin|fortified","23","2","0","0","3","4","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","1","4","4","0","up","","verified","image_old","https://en.wikipedia.org/wiki/Martini_(cocktail)","https://www.diffordsguide.com/cocktails/recipe/650/dirty-martini","디포즈 가이드 반영"
"226","디사론노 사워","Disaronno Sour","보통","15","17","스탠다드","리큐르","","록스","사계절","아마레또 45ml (1½ oz), 버번 30ml (1 oz), 레몬 주스 22.5ml (¾ oz), 브라운 슈거 시럽 5ml, 계란 흰자 15ml","","달콤, 상큼, 묵직한, 크리미, 시트러스","파티","4","1. 셰이커에 아마레또 45ml (1½ oz), 버번 30ml (1 oz), 레몬 주스 22.5ml (¾ oz), 브라운 슈거 시럽 5ml, 계란 흰자 15ml를 넣고 얼음 없이 10초간 드라이 셰이킹한다. / 2. 얼음을 넣고 15초간 다시 강하게 셰이킹한다. / 3. 큰 얼음을 넣은 록스 잔에 걸러 따른다. / 4. 레몬 필, 체리로 가니시한다.","MANUAL","0","0","0","디사론노 브랜드로 만드는 아마레또 사워.
아마레또 사워는 1974년 아마레또 디 사로노(현 디사론노)의 수입사가 아마레또 2 : 레몬 1 레시피로 처음 소개함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Disaronno_Sour.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","liqueur","16","2","4","3","0","3","3","0","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","3","0","0","0","5","3","2","0","rocks","egg|nut","verified","image_old","https://en.wikipedia.org/wiki/Amaretto_sour","https://www.diffordsguide.com/cocktails/recipe/3263/amaretto-sour-by-jeffrey-morgenthaler","디포즈 가이드 반영"
"227","도라도 피스코","Dorado Pisco","보통","15","17","스탠다드","피스코","","쿠페","여름","피스코 45ml (1½ oz), 파인애플 주스 30ml (1 oz), 라임 주스 20ml (⅔ oz), 꿀 15ml (½ oz)","","달콤, 상큼, 시트러스, 열대과일","파티, 상쾌한","3","1. 셰이커에 얼음과 피스코 45ml (1½ oz), 파인애플 주스 30ml (1 oz), 라임 주스 20ml (⅔ oz), 꿀 15ml (½ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 차갑게 식힌 쿠페에 걸러 따른다. / 3. 라임 휠로 가니시한다.","AUTO","0","0","0","시트러스를 앞세워 구성한 onz 오리지널 칵테일.
피스코, 파인애플 주스, 라임 주스를 써서 은은한 단맛과 산뜻한 산미가 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Dorado_Pisco.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","pisco","16","2","3","3","0","2","2","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","3","1","2","0","up","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"228","드로브리지","Drawbridge","강함","23","25","스탠다드","위스키","","쿠페","가을","버번 45ml (1½ oz), 아마로 15ml (½ oz), 레몬 주스 20ml (⅔ oz), 오렌지 필","","달콤, 강한, 묵직한, 시트러스, 오크·캐러멜","천천히 음미","3","1. 셰이커에 얼음과 버번 45ml (1½ oz), 아마로 15ml (½ oz), 레몬 주스 20ml (⅔ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 차갑게 식힌 쿠페에 걸러 따른다. / 3. 오렌지 필로 가니시한다.","AUTO","0","0","0","시트러스를 앞세워 구성한 onz 오리지널 칵테일.
버번, 아마로, 레몬 주스를 써서 은은한 단맛이 살아 있는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Drawbridge.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","whiskey|liqueur","24","2","3","2","1","3","3","0","3","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","2","1","3","0","up","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"229","드라이 맨해튼","Dry Manhattan","강함","29","31","스트롱","위스키","","쿠페","가을","라이 위스키 30ml (1 oz), 버번 30ml (1 oz), 드라이 베르무트 30ml (1 oz), 애봇츠 비터스 6 drops(선택)","","쌉싸름, 강한, 묵직한, 오크·캐러멜, 허브","천천히 음미","4","1. 믹싱 글라스에 얼음과 라이 위스키 30ml (1 oz), 버번 30ml (1 oz), 드라이 베르무트 30ml (1 oz), 애봇츠 비터스 6 drops(선택)를 넣는다. / 2. 20~30초간 충분히 젓는다. / 3. 차갑게 식힌 쿠페 잔에 걸러 따른다. / 4. 레몬 필로 가니시한다.","MANUAL","0","0","0","맨해튼의 스위트 베르무트를 드라이 베르무트로 바꾸고 체리 대신 시트러스 필로 장식해 단맛을 줄인 변형.
맨해튼이라는 이름의 칵테일은 1860년대부터 기록이 있고, 1884년 바텐더 안내서에 레시피가 실림.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Dry_Manhattan.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","whiskey|fortified","30","3","1","0","3","5","4","0","0","0","0","0","3","0","0","0","0","0","5","0","0","0","1","0","0","0","0","3","0","1","3","4","0","up","","verified","image_old","https://en.wikipedia.org/wiki/Manhattan_(cocktail)","https://www.diffordsguide.com/cocktails/recipe/1245/manhattan-dry","디포즈 가이드 반영"
"230","얼그레이 마티니","Earl Grey Martini","보통","15","17","스페셜","진","","마티니","봄","얼그레이 인퓨즈드 진 60ml (2 oz), 레몬 주스 22.5ml (¾ oz), 리치 설탕 시럽 15ml (½ oz), 계란 흰자 15ml","","달콤, 상큼, 묵직한, 꽃향, 시트러스","식전, 브런치","4","1. 셰이커에 얼그레이 인퓨즈드 진 60ml (2 oz), 레몬 주스 22.5ml (¾ oz), 리치 설탕 시럽 15ml (½ oz), 계란 흰자 15ml를 넣고 얼음 없이 10초간 드라이 셰이킹한다. / 2. 얼음을 넣고 15초간 다시 강하게 셰이킹한다. / 3. 차갑게 식힌 마티니 잔에 걸러 따른다. / 4. 레몬 필로 가니시한다.","MANUAL","0","0","0","2000년 뉴욕 칼라일 호텔 베멀먼스 바에서 바텐더 오드리 손더스가 만든 '얼그레이 마티니(MarTEAni)'가 원형.
얼그레이 홍차를 우린 진에 레몬과 계란 흰자를 더한 칵테일로, 2000년대 칵테일 부흥기의 대표작.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Earl_Grey_Martini.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_martini.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","gin","16","2","3","4","0","3","3","0","3","0","0","0","2","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","2","3","2","4","0","up","egg|caffeine","verified","image_old","https://www.diffordsguide.com/cocktails/recipe/685/earl-grey-marteani","https://www.diffordsguide.com/cocktails/recipe/685/earl-grey-marteani","디포즈 가이드 반영"
